,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico,soma_fund_publico_dic
2057,4390,4390,6116,2020,CE,VEREADOR,FRANCISCO EVANDRO DE ARAÚJO FILHO,60001199112,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,21,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,20933.97,DEFERIDO,DEFERIDO,0.0,0.0,142.86,142.86,1355.875,16270.5,1498.735,16413.36,142.86,0.0
2059,4397,4397,6126,2020,PE,VEREADOR,ANTONIO CARLOS LIMEIRA ARAÚJO,170001093430,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,21,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,34956.84,DEFERIDO,DEFERIDO,70.235,140.47,0.0,0.0,0.0,0.0,70.235,140.47,140.47,0.0
2060,4398,4398,6127,2020,MG,VEREADOR,DIOGO FERNANDES SILVESTRE ALVES,130001097000,APTO,DEFERIDO,DEMOCRATAS,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,300.0,300.0,0.0,0.0,140.71,281.42,440.71,581.42,300.0,0.0
2063,4406,4406,6142,2020,GO,VEREADOR,VANUSSA KEROLAYNE BATISTA TELES,90001220747,APTO,DEFERIDO,CIDADANIA,23,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,160.5,321.0,0.0,0.0,160.5,321.0,321.0,0.0
2064,4410,4410,6146,2020,GO,VEREADOR,ACACIO FERREIRA DE RESENDE NETO,90001097319,APTO,DEFERIDO,DEMOCRATAS,29,MASCULINO,SUPERIOR COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,300.0,300.0,0.0,0.0,1078.75,6472.5,1378.75,6772.5,300.0,0.0
2065,4412,4412,6148,2020,MG,VEREADOR,WENDERSON PIRES FIGUEIREDO,130000848359,APTO,DEFERIDO,AVANTE,28,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,31.2,62.4,0.0,0.0,17.05,17.05,48.25,79.45,62.4,0.0
2067,4419,4419,6157,2020,RS,VEREADOR,BRUNA CAROLINE MARQUES,210000667328,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,25.8,25.8,0.0,0.0,57.05,228.2,82.85,254.0,25.8,0.0
2074,4445,4445,6199,2020,SP,VEREADOR,CLEILTON ALVES,250001040132,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,49.75,99.5,0.0,0.0,0.0,0.0,49.75,99.5,99.5,0.0
2075,4448,4448,6202,2020,MG,VEREADOR,GABRIEL GUSMÃO DIAS SVIZZERO,130000796263,APTO,DEFERIDO,REPUBLICANOS,29,MASCULINO,SUPERIOR COMPLETO,PARDA,72737.68,DEFERIDO,DEFERIDO,202.61,202.61,0.0,0.0,855.263157894737,16250.0,1057.87315789474,16452.61,202.61,0.0
2079,4453,4453,6208,2020,PE,VEREADOR,TAMIRES LUCIA DA SILVA,170001127136,APTO,DEFERIDO,REDE SUSTENTABILIDADE,23,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,90.6666666666667,272.0,0.0,0.0,0.0,0.0,90.6666666666667,272.0,272.0,0.0
2080,4461,4461,6218,2020,MA,VEREADOR,LEONARDO VIANA CARVALHO,100000747169,APTO,DEFERIDO,PARTIDO LIBERAL,26,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,88.8,88.8,0.0,0.0,0.0,0.0,88.8,88.8,88.8,0.0
2081,4464,4464,6221,2020,MG,VEREADOR,FABIO JOSE ROCHA MORAIS,130001176853,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,69.8666666666667,209.6,0.0,0.0,0.0,0.0,69.8666666666667,209.6,209.6,0.0
2084,4469,4469,6226,2020,AM,VEREADOR,MARCELO DE OLIVEIRA MAIA,40001161757,APTO,DEFERIDO,PROGRESSISTAS,27,MASCULINO,SUPERIOR COMPLETO,PARDA,84541.32,DEFERIDO,DEFERIDO,200.0,200.0,0.0,0.0,1698.0,1698.0,1898.0,1898.0,200.0,0.0
2086,4472,4472,6231,2020,RS,VEREADOR,FRANCIELY RODRIGUES RIBEIRO,210001034111,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,76.0,76.0,38.7,38.7,500.0,500.0,614.7,614.7,114.7,0.0
2088,4478,4478,6238,2020,RJ,VEREADOR,TAINARA DE FREITAS BARBOSA,190001218457,APTO,DEFERIDO,AVANTE,24,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,77192.26,DEFERIDO,DEFERIDO,0.0,0.0,100.0,200.0,90.1875,360.75,190.1875,560.75,200.0,0.0
2092,4482,4482,6248,2020,RS,VEREADOR,FABRÍCIO DOMINGUES MORAES,210000667251,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,116.5,233.0,0.0,0.0,635.666666666667,3814.0,752.166666666667,4047.0,233.0,0.0
2094,4487,4487,6253,2020,PR,VEREADOR,DENIVALDO ALVES DE SOUZA,160001132297,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,24,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,49909.02,DEFERIDO,DEFERIDO,0.0,0.0,200.0,200.0,980.0,4900.0,1180.0,5100.0,200.0,0.0
2095,4489,4489,6255,2020,ES,VEREADOR,CAROLINA DE JESUS FERREIRA,80001244726,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,15425.21,DEFERIDO,DEFERIDO,43.75,43.75,0.0,0.0,0.0,0.0,43.75,43.75,43.75,0.0
2096,4495,4495,6263,2020,MA,VEREADOR,MARIA MIKAELE MORAES ABREU,100000916542,APTO,DEFERIDO,PROGRESSISTAS,22,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,55.1,55.1,0.0,0.0,0.0,0.0,55.1,55.1,55.1,0.0
2100,4504,4504,6277,2020,BA,VEREADOR,NAILSON DA SILVA ALMEIDA,50000673266,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,25,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,178.75,178.75,0.0,0.0,140.75,563.0,319.5,741.75,178.75,0.0
2103,4510,4510,6290,2020,CE,VEREADOR,TATIANE ALVES DE FREITAS,60000999248,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,74.5,149.0,0.0,0.0,0.0,0.0,74.5,149.0,149.0,0.0
2110,4527,4527,6310,2020,PR,VEREADOR,FRANCISCO JUNIOR PIANTKOSKI,160001125881,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,25,MASCULINO,SUPERIOR COMPLETO,SEM INFORMAÇÃO,34607.77,DEFERIDO,DEFERIDO,250.0,250.0,0.0,0.0,878.5,1757.0,1128.5,2007.0,250.0,0.0
2111,4528,4528,6312,2020,RS,VEREADOR,ALINE ALLEBRAND EICHELBERGER,210000686275,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,76.0,76.0,90.3,90.3,993.975,1987.95,1160.275,2154.25,166.3,0.0
2115,4539,4539,6331,2020,SP,VEREADOR,LUCAS GABRIEL CORREIA SILVA,250000650303,APTO,DEFERIDO,DEMOCRATAS,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,107447.98,DEFERIDO,DEFERIDO,0.0,0.0,64.395,128.79,1957.701,19577.01,2022.096,19705.8,128.79,0.0
2119,4545,4545,6338,2020,BA,VEREADOR,ANDRESSA SOUSA PEREIRA,50000998634,APTO,DEFERIDO,AVANTE,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,16506.56,DEFERIDO,DEFERIDO,48.3333333333333,145.0,0.0,0.0,1000.0,1000.0,1048.33333333333,1145.0,145.0,0.0
2126,4556,4556,6352,2020,RS,VEREADOR,DAVID ROSA RODRIGUES,210000970195,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,23,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,106371.32,DEFERIDO,DEFERIDO,0.0,0.0,28.2,84.6,190.94333333333302,572.83,219.143333333333,657.43,84.6,0.0
2128,4560,4560,6358,2020,RS,VEREADOR,FERNANDA BEATRIZ MUHL,210000761595,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,108.0,216.0,25.8,25.8,182.0825,728.33,315.8825,970.13,241.8,0.0
2139,4578,4578,6380,2020,PR,VEREADOR,JULIO CESAR MALAQUIAS NEVES,160001251866,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,19,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,67.5,270.0,0.0,0.0,22.13,110.65,89.63,380.65,270.0,0.0
2144,4583,4583,6389,2020,MG,VEREADOR,LARISSA CRISTINA COSTA FLORES,130000780586,APTO,DEFERIDO,PARTIDO VERDE,22,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,56.0,112.0,0.0,0.0,0.0,0.0,56.0,112.0,112.0,0.0
2145,4584,4584,6392,2020,TO,VEREADOR,JOVINIANO ANTONIO DE LIMA NETO,270000662436,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,19258.54,DEFERIDO,DEFERIDO,80.0,80.0,0.0,0.0,225.42142857142898,1577.95,305.421428571429,1657.95,80.0,0.0
2156,4603,4603,6414,2020,MG,VEREADOR,SONIA APARECIDA ACACIO,130001206147,APTO,DEFERIDO,DEMOCRATAS,27,FEMININO,SUPERIOR COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,130.0,260.0,0.0,0.0,346.666666666667,1040.0,476.666666666667,1300.0,260.0,0.0
2158,4606,4606,6417,2020,PI,VEREADOR,LUÍS FERNANDO DA SILVA BEZERRA,180000838257,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,21,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,36924.15,DEFERIDO,DEFERIDO,97.5,195.0,0.0,0.0,390.0,780.0,487.5,975.0,195.0,0.0
2159,4607,4607,6418,2020,MG,VEREADOR,HIAGO FERREIRA ALCANTARA,130001081170,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,300.0,300.0,622.5,1245.0,922.5,1545.0,300.0,0.0
2160,4608,4608,6419,2020,MG,VEREADOR,ANA CAROLINA SOARES,130000945920,APTO,DEFERIDO,AVANTE,27,FEMININO,LÊ E ESCREVE,BRANCA,24109.71,DEFERIDO,DEFERIDO,115.0,115.0,0.0,0.0,76.6271428571429,536.39,191.62714285714299,651.39,115.0,0.0
2166,4624,4624,6438,2020,MG,VEREADOR,THAIS FERNANDES DE OLIVEIRA,130001212204,APTO,DEFERIDO,AVANTE,28,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,49156.63,DEFERIDO,DEFERIDO,164.32,164.32,0.0,0.0,50.0,100.0,214.32,264.32,164.32,0.0
2167,4626,4626,6440,2020,SP,VEREADOR,LUCAS MATEUS DANTAS DA SILVA,250001124201,APTO,DEFERIDO,REPUBLICANOS,27,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,164003.69,DEFERIDO,DEFERIDO,91.6,183.2,0.0,0.0,42.85,85.7,134.45,268.9,183.2,0.0
2173,4641,4641,6462,2020,SP,VEREADOR,LUIZ FERNANDO MATEUS PONTES,250000784768,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,21945.67,DEFERIDO,DEFERIDO,0.0,0.0,340.0,340.0,680.4142857142859,4762.9,1020.41428571429,5102.9,340.0,0.0
2174,4644,4644,6466,2020,GO,VEREADOR,DALILA TOMAZ DIAS SOUZA,90000737198,APTO,DEFERIDO,PROGRESSISTAS,25,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,97.5,195.0,0.0,0.0,650.0,1300.0,747.5,1495.0,195.0,0.0
2178,4652,4652,6474,2020,SC,VEREADOR,RAFAEL TEIXEIRA VALENTIN,240001081686,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,128.0,128.0,0.0,0.0,128.0,128.0,128.0,0.0
2191,4675,4675,6508,2020,MG,VEREADOR,FERNANDA FALCÃO BARBOSA,130001087906,APTO,DEFERIDO,DEMOCRATAS,24,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,285.54,285.54,0.0,0.0,143.120909090909,1574.33,428.66090909090894,1859.87,285.54,0.0
2192,4677,4677,6512,2020,PE,VEREADOR,EWERTON EMIDIO DA SILVA,170000926473,APTO,DEFERIDO,REPUBLICANOS,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,17973.22,DEFERIDO,DEFERIDO,10.0,10.0,0.0,0.0,277.75,2222.0,287.75,2232.0,10.0,0.0
2197,4685,4685,6522,2020,MA,VEREADOR,LUCIAN AROUCHA SOARES,100000845570,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,16410.03,DEFERIDO,DEFERIDO,166.6,166.6,0.0,0.0,0.0,0.0,166.6,166.6,166.6,0.0
2202,4694,4694,6537,2020,SP,VEREADOR,DAIRA SILVA DOS SANTOS DE JESUS,250001047073,APTO,DEFERIDO,PROGRESSISTAS,28,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,95.59,191.18,0.0,0.0,128.25,256.5,223.84,447.68,191.18,0.0
2208,4705,4705,6549,2020,MG,VEREADOR,GISLAINE CASTRO DE OLIVEIRA,130001243994,APTO,DEFERIDO,SOLIDARIEDADE,19,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,72.085,144.17,0.0,0.0,0.0,0.0,72.085,144.17,144.17,0.0
2211,4724,4724,6571,2020,MG,VEREADOR,FABIANA APARECIDA DE SOUZA,130001188732,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,100.0,100.0,0.0,0.0,200.0,400.0,300.0,500.0,100.0,0.0
2216,4733,4733,6582,2020,SP,VEREADOR,JOÃO KENEDY DE CARVALHO,250000670005,APTO,DEFERIDO,PARTIDO LIBERAL,29,MASCULINO,SUPERIOR COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,46.21,184.84,0.0,0.0,15.0,15.0,61.21,199.84,184.84,0.0
2222,4743,4743,6599,2020,MS,VEREADOR,KELLY DE SOUZA DA SILVA,120000797092,APTO,DEFERIDO,PROGRESSISTAS,20,FEMININO,SUPERIOR INCOMPLETO,BRANCA,30411.11,DEFERIDO,DEFERIDO,166.26,166.26,0.0,0.0,75.9857142857143,531.9,242.245714285714,698.16,166.26,0.0
2223,4745,4745,6601,2020,MG,VEREADOR,JÉSSICA DOS REIS CORRÊA,130000917362,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,27,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,250.0,250.0,0.0,0.0,138.943333333333,416.83,388.943333333333,666.83,250.0,0.0
2231,4758,4758,6619,2020,BA,VEREADOR,HELLEN KARINE SANTOS MOREIRA,50001096841,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,24,FEMININO,SUPERIOR INCOMPLETO,PARDA,24426.51,DEFERIDO,DEFERIDO,200.0,200.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,0.0
2234,4764,4764,6631,2020,MG,VEREADOR,JOCIARA MARIA DE PAULA,130001180960,APTO,DEFERIDO,DEMOCRATAS,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,83.5825,334.33,0.0,0.0,0.0,0.0,83.5825,334.33,334.33,0.0
2236,4768,4768,6635,2020,SP,VEREADOR,ANTONIO RANGEL DE SA,250000784769,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,21,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,21945.67,DEFERIDO,DEFERIDO,0.0,0.0,340.0,340.0,649.145,2596.58,989.145,2936.58,340.0,0.0
2238,4773,4773,6641,2020,MG,VEREADOR,NATÁLIA DE MORAIS SILVA,130000700433,APTO,DEFERIDO,AVANTE,28,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,164.32,164.32,0.0,0.0,45.0,45.0,209.32,209.32,164.32,0.0
2239,4774,4774,6642,2020,RJ,VEREADOR,FELICIANO SANTOS DA CONCEIÇÃO,190001234282,APTO,DEFERIDO,PARTIDO VERDE,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,17226.56,DEFERIDO,DEFERIDO,133.5,267.0,0.0,0.0,50.0,50.0,183.5,317.0,267.0,0.0
2240,4775,4775,6643,2020,ES,VEREADOR,GLEYSON ASSIS BRITO,80000782245,APTO,DEFERIDO,PROGRESSISTAS,21,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,330.0,330.0,0.0,0.0,0.0,0.0,330.0,330.0,330.0,0.0
2241,4776,4776,6644,2020,ES,VEREADOR,RAYSSA LIMA PEREIRA CARMELINO,80001193783,APTO,DEFERIDO,PARTIDO VERDE,21,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,152177.96,DEFERIDO,DEFERIDO,100.0,200.0,0.0,0.0,23200.0,23200.0,23300.0,23400.0,200.0,0.0
2247,4791,4791,6667,2020,RJ,VEREADOR,MAIKE CORRÊA VIANA,190001067202,APTO,DEFERIDO,PODEMOS,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,198192.1,DEFERIDO,DEFERIDO,116.0,348.0,0.0,0.0,111.25,111.25,227.25,459.25,348.0,0.0
2249,4797,4797,6674,2020,MG,VEREADOR,DANIELA APARECIDA DA SILVA,130001142925,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,86.0,86.0,0.0,0.0,0.0,0.0,86.0,86.0,86.0,0.0
2252,4807,4807,6687,2020,MG,VEREADOR,ELIZANGELA RODRIGUES SILVA,130000680357,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,38.625,154.5,0.0,0.0,0.0,0.0,38.625,154.5,154.5,0.0
2258,4817,4817,6702,2020,PR,VEREADOR,GABRIEL ALVES DA CRUZ,160001148690,APTO,DEFERIDO,PROGRESSISTAS,21,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,31268.48,DEFERIDO,DEFERIDO,35.0,35.0,0.0,0.0,236.0,1180.0,271.0,1215.0,35.0,0.0
2266,4830,4830,6719,2020,AM,VEREADOR,EVILA DE SOUZA E SOUZA,40001251312,APTO,DEFERIDO,AVANTE,18,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,98.03,196.06,0.0,0.0,0.0,0.0,98.03,196.06,196.06,0.0
2267,4831,4831,6725,2020,MG,VEREADOR,WELLINGTON LEITE DOS SANTOS,130000841422,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,37.09,148.36,0.0,0.0,212.0,424.0,249.09,572.36,148.36,0.0
2283,4861,4861,6766,2020,ES,VEREADOR,RAFAEL MOTTA REIS,80001086841,APTO,DEFERIDO,PODEMOS,19,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,310.0,310.0,0.0,0.0,200.0,200.0,510.0,510.0,310.0,0.0
2284,4868,4868,6776,2020,SE,VEREADOR,JUSSIARA DOS SANTOS RODRIGUES,260000657577,APTO,DEFERIDO,CIDADANIA,26,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,150.0,150.0,0.0,0.0,154.5,309.0,304.5,459.0,150.0,0.0
2286,4870,4870,6779,2020,RJ,VEREADOR,DIEGO CARDOSO DE SOUSA,190001119279,APTO,DEFERIDO,REPUBLICANOS,25,MASCULINO,SUPERIOR COMPLETO,PARDA,18462.72,DEFERIDO,DEFERIDO,92.0,276.0,0.0,0.0,0.0,0.0,92.0,276.0,276.0,0.0
2296,4886,4886,6803,2020,PB,VEREADOR,MANARA CEILMA DA SILVA,150001213794,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,19,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,200.0,200.0,0.0,0.0,525.0,1050.0,725.0,1250.0,200.0,0.0
2298,4894,4894,6813,2020,RS,VEREADOR,JONAS RODRIGUES SILVA,210001021869,APTO,DEFERIDO,CIDADANIA,29,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,60024.57,DEFERIDO,DEFERIDO,100.0,100.0,0.0,0.0,160.666666666667,1446.0,260.66666666666697,1546.0,100.0,0.0
2306,4908,4908,6830,2020,MS,VEREADOR,NOÉ NOGUEIRA NETO,120001154212,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,21643.18,DEFERIDO,DEFERIDO,50.0,50.0,0.0,0.0,1435.44,4306.32,1485.44,4356.32,50.0,0.0
2320,4931,4931,6868,2020,SP,VEREADOR,PATRICK ALAN BARRETO SOARES BARBOSA,250000888528,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,23,MASCULINO,SUPERIOR COMPLETO,PARDA,145286.21,DEFERIDO,DEFERIDO,67.69,135.38,0.0,0.0,316.135,3161.35,383.825,3296.73,135.38,0.0
2324,4939,4939,6884,2020,MG,VEREADOR,DANIELE DIANIN OLIVEIRA,130000818434,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,74.1,222.3,0.0,0.0,0.0,0.0,74.1,222.3,222.3,0.0
2328,4950,4950,6898,2020,MG,VEREADOR,EDMILSON PINTO DA SILVA JUNIOR,130001054207,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,60.0,60.0,0.0,0.0,125.0,125.0,185.0,185.0,60.0,0.0
2330,4953,4953,6902,2020,PE,VEREADOR,ANA RAQUEL DE MELO PINHEIRO,170000977810,APTO,DEFERIDO,CIDADANIA,29,FEMININO,SUPERIOR COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,140.0,140.0,0.0,0.0,0.7,0.7,140.7,140.7,140.0,0.0
2333,4961,4961,6912,2020,MG,VEREADOR,WILLIAN LOPES DO AMARAL,130000925564,APTO,DEFERIDO,CIDADANIA,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,15259.52,DEFERIDO,DEFERIDO,37.5,37.5,0.0,0.0,261.25,522.5,298.75,560.0,37.5,0.0
2334,4962,4962,6913,2020,RS,VEREADOR,JESUELEN BARBOSA SILVA,210001200155,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,24,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,60.0,60.0,0.0,0.0,450.0,450.0,510.0,510.0,60.0,0.0
2335,4963,4963,6914,2020,MG,VEREADOR,BRUNO DOUGLAS ALVES DA CRUZ FREITAS,130001063125,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,22306.61,DEFERIDO,DEFERIDO,0.0,0.0,135.0,135.0,272.75,1636.5,407.75,1771.5,135.0,0.0
2339,4970,4970,6922,2020,TO,VEREADOR,CARLOS EDUARDO DE JESUS ARRAZ,270001085331,APTO,DEFERIDO,SOLIDARIEDADE,20,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,70.0,140.0,0.0,0.0,92.5,370.0,162.5,510.0,140.0,0.0
2341,4977,4977,6930,2020,MG,VEREADOR,KELISON JUNIOR GOMES,130000647472,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,77.625,155.25,0.0,0.0,0.0,0.0,77.625,155.25,155.25,0.0
2354,5008,5008,6974,2020,MG,VEREADOR,LUCAS ANTÔNIO DE RESENDE,130000647418,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,158.845,317.69,0.0,0.0,202.5,1215.0,361.345,1532.69,317.69,0.0
2356,5012,5012,6978,2020,RS,VEREADOR,DENER LACERDA DA SILVA,210001144267,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,38.0,38.0,52.2,52.2,747.5,1495.0,837.7,1585.2,90.2,0.0
