,Unnamed: 0,Unnamed: 0.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico
8571,8571,11936,2020,SP,VEREADOR,MAIRIM ANDRESSA BRUNO COSTA DA SILVA,250000888145,APTO,DEFERIDO,PARTIDO LIBERAL,29,FEMININO,SUPERIOR COMPLETO,BRANCA,145286.21,DEFERIDO,DEFERIDO,3378.46,10135.38,0.0,0.0,998.1225,19962.45,4376.5825,30097.83,10135.38
8574,8574,11939,2020,MG,PREFEITO,MAKSON DIONNY ARAÚJO SILVA,130001038756,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,28,MASCULINO,SUPERIOR COMPLETO,NEGRA,168413.9,DEFERIDO,DEFERIDO,18000.0,18000.0,0.0,0.0,2756.61416666667,33079.37,20756.6141666667,51079.37,18000.0
8579,8579,11944,2020,GO,VEREADOR,EDUARDO BATISTA VIEIRA DA SILVA,90001231614,APTO,DEFERIDO,PATRIOTA,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,NEGRA,208013.18,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,800.0,800.0,2800.0,2800.0,2000.0
8582,8582,11948,2020,GO,VEREADOR,WILLIAN DIAS DA SILVA,90001246673,APTO,DEFERIDO,PATRIOTA,26,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,15423.9,DEFERIDO,DEFERIDO,200.0,200.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0
8585,8585,11954,2020,AL,VEREADOR,DARLLAN FILLIPE CAETANO DA SILVA,20001027601,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,28,MASCULINO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,776.666666666667,2330.0,2776.6666666666697,4330.0,2000.0
8586,8586,11955,2020,PA,VEREADOR,MILENE CRUZ DOS SANTOS,140001189936,APTO,DEFERIDO,CIDADANIA,27,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,15733.23,DEFERIDO,DEFERIDO,750.0,1500.0,0.0,0.0,0.0,0.0,750.0,1500.0,1500.0
8589,8589,11958,2020,PE,VEREADOR,ALEXANDRE BARBOSA DE ARAUJO,170000801482,APTO,DEFERIDO,PARTIDO LIBERAL,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,40565.07,DEFERIDO,DEFERIDO,0.0,0.0,86.5,173.0,476.98333333333295,4292.85,563.483333333333,4465.85,173.0
8593,8593,11963,2020,PR,VEREADOR,MARCOS WESLEY LAZARINO,160001047648,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,93.06,93.06,0.0,0.0,261.125,1044.5,354.185,1137.56,93.06
8594,8594,11964,2020,MG,VEREADOR,LUCAS LOPES DA SILVA,130001114448,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,26,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,19506.68,DEFERIDO,DEFERIDO,35.37,35.37,0.0,0.0,0.0,0.0,35.37,35.37,35.37
8595,8595,11966,2020,SP,VEREADOR,JAIR FERRO MEIRA,250001154722,APTO,DEFERIDO,REDE SUSTENTABILIDADE,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,3675197.12,DEFERIDO,DEFERIDO,2768.6666666666697,8306.0,0.0,0.0,690.0,2760.0,3458.6666666666697,11066.0,8306.0
8598,8598,11970,2020,MG,VEREADOR,NELMA TAMIRIS DE JESUS CAIRES BARBOSA,130001141269,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,692183.02,DEFERIDO,DEFERIDO,886.25,3545.0,0.0,0.0,0.0,0.0,886.25,3545.0,3545.0
8600,8600,11972,2020,SP,VEREADOR,WASHINGTON DA SILVA SANTOS,250000689468,APTO,DEFERIDO,REPUBLICANOS,29,MASCULINO,SUPERIOR INCOMPLETO,NEGRA,367702.86,DEFERIDO,DEFERIDO,0.0,0.0,27.53,27.53,200.0,200.0,227.53,227.53,27.53
8601,8601,11973,2020,RS,PREFEITO,ANTHONY DOS REIS MORAES,210001025375,APTO,DEFERIDO,PROGRESSISTAS,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,123077.42,DEFERIDO,DEFERIDO,12000.0,36000.0,0.0,0.0,1227.68058823529,20870.57,13227.6805882353,56870.57,36000.0
8606,8606,11978,2020,MT,VEREADOR,BEATRIZ AZEVEDO STEFFEN,110001195234,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28,FEMININO,SUPERIOR INCOMPLETO,NEGRA,53460.08,DEFERIDO,DEFERIDO,108.5,108.5,0.0,0.0,606.857142857143,4248.0,715.3571428571429,4356.5,108.5
8608,8608,11980,2020,PR,VEREADOR,OSEIAS MOREIRA SCHEFER,160000725921,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,23,MASCULINO,SUPERIOR INCOMPLETO,NEGRA,19606.07,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,55.4683333333333,332.81,1055.46833333333,1332.81,1000.0
8609,8609,11981,2020,MG,VEREADOR,IGOR GUILHERME NOGUEIRA SILVA,130001033707,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,51348.76,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,633.333333333333,1900.0,2633.3333333333303,3900.0,2000.0
8615,8615,11990,2020,RR,VEREADOR,MARCELA SILVA PINHEIRO,230001216538,APTO,DEFERIDO,PARTIDO LIBERAL,26,FEMININO,SUPERIOR COMPLETO,NEGRA,33186.78,DEFERIDO,DEFERIDO,0.0,0.0,5000.0,5000.0,0.0,0.0,5000.0,5000.0,5000.0
8616,8616,11991,2020,RN,VEREADOR,AMANDA LUIZA MARILAC SILVA PINHEIRO,200000960102,APTO,DEFERIDO,PROGRESSISTAS,26,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,2500.0,2500.0,0.0,0.0,1463.5,2927.0,3963.5,5427.0,2500.0
8618,8618,11993,2020,PR,VEREADOR,BERNARDO RIBEIRO BERNART,160000646386,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,18,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,530525.58,DEFERIDO,DEFERIDO,775.75,3103.0,0.0,0.0,70.0,70.0,845.75,3173.0,3103.0
8620,8620,11997,2020,SC,VEREADOR,DÉBORA NASCIMENTO DA CONCEIÇÃO,240000932647,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,194842.85,DEFERIDO,DEFERIDO,3933.3333333333294,11800.0,0.0,0.0,1000.0,1000.0,4933.333333333329,12800.0,11800.0
8621,8621,11998,2020,MT,VEREADOR,JOSELITA BRUNA CLAUDINO BERNARDES,110001069510,APTO,DEFERIDO,PARTIDO LIBERAL,22,FEMININO,SUPERIOR INCOMPLETO,NEGRA,560511.19,DEFERIDO,DEFERIDO,7000.0,7000.0,0.0,0.0,810.0,4050.0,7810.0,11050.0,7000.0
8622,8622,11999,2020,RS,VEREADOR,ESTÉFANI NASCENTE ANTONIO DA SILVA,210000832682,APTO,DEFERIDO,REPUBLICANOS,24,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,60024.57,DEFERIDO,DEFERIDO,43.5166666666667,130.55,0.0,0.0,0.0,0.0,43.5166666666667,130.55,130.55
8626,8626,12004,2020,RS,VEREADOR,ANDREI DE OLIVEIRA DA SILVA,210000775180,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,20,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,50866.87,DEFERIDO,DEFERIDO,38.0,38.0,174.0,174.0,232.222222222222,2090.0,444.222222222222,2302.0,212.0
8627,8627,12005,2020,CE,VEREADOR,THARLES FERREIRA GOMES MENDES,60000838946,APTO,DEFERIDO,PARTIDO LIBERAL,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,16975.98,DEFERIDO,DEFERIDO,60.0,60.0,0.0,0.0,671.333333333333,2014.0,731.333333333333,2074.0,60.0
8629,8629,12009,2020,SP,VEREADOR,MAYRA RODRIGUES DE FREITAS,250001016500,APTO,DEFERIDO,PARTIDO LIBERAL,22,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,4000.0,4000.0,0.0,0.0,170.0,170.0,4170.0,4170.0,4000.0
8631,8631,12011,2020,RS,VEREADOR,ANGÉLICA CAROLINA BILHALVA,210000966678,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,120.0,120.0,361.666666666667,2170.0,481.666666666667,2290.0,120.0
8633,8633,12013,2020,AC,VEREADOR,UARLEN DA SILVA PEREIRA,10000950487,APTO,DEFERIDO,PROGRESSISTAS,24,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,37863.22,DEFERIDO,DEFERIDO,249.8225,999.29,0.0,0.0,0.0,0.0,249.8225,999.29,999.29
8634,8634,12014,2020,RS,VEREADOR,DAVID RANIEL SEVERINO ALVES,210000863922,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,20,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,61816.04,DEFERIDO,DEFERIDO,0.0,0.0,240.0,240.0,259.38333333333304,1556.3,499.383333333333,1796.3,240.0
8637,8637,12017,2020,PR,VEREADOR,DANIEL LOBATO DOS SANTOS,160001142628,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,21,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,187.4,374.8,0.0,0.0,0.0,0.0,187.4,374.8,374.8
8641,8641,12023,2020,RS,VEREADOR,IAGO VALDIR SANTOS DA SILVA,210000663132,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,23587.56,DEFERIDO,DEFERIDO,172.67,518.01,0.0,0.0,38.1,38.1,210.77,556.11,518.01
8642,8642,12024,2020,RS,VEREADOR,LESIANE PEREIRA ANTUNES,210000968295,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,18837.21,DEFERIDO,DEFERIDO,1000.0,1000.0,194.0,388.0,155.333333333333,466.0,1349.33333333333,1854.0,1388.0
8646,8646,12030,2020,PR,VEREADOR,ANA CARLA BEZERRA DA SILVA,160000784809,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,22,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,400.0,400.0,0.0,0.0,175.0,350.0,575.0,750.0,400.0
8647,8647,12031,2020,AC,VEREADOR,WESLEY MACQUADE REGE DE VASCONCELOS,10001012851,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,891.0,891.0,0.0,0.0,0.0,0.0,891.0,891.0,891.0
8648,8648,12032,2020,RN,VEREADOR,DIOGO MOURA ALVES,200001177015,APTO,DEFERIDO,PROGRESSISTAS,28,MASCULINO,SUPERIOR COMPLETO,NEGRA,210013.89,DEFERIDO,DEFERIDO,3500.0,3500.0,0.0,0.0,0.35,0.35,3500.35,3500.35,3500.0
8651,8651,12039,2020,PE,VEREADOR,NATANYELLE CRISTINA DOS SANTOS,170000662464,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,28533.15,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0
8652,8652,12040,2020,PE,VEREADOR,RAIANE COSMO SILVA DE ARAÚJO,170000976554,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,25,FEMININO,SUPERIOR COMPLETO,NEGRA,26666.5,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,628.571428571429,4400.0,5628.571428571429,9400.0,5000.0
8653,8653,12041,2020,PA,VEREADOR,JULIO JARDEL DE CHAVES GOMES,140001252647,APTO,DEFERIDO,PODEMOS,26,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,46902.06,DEFERIDO,DEFERIDO,2164.0,2164.0,0.0,0.0,0.0,0.0,2164.0,2164.0,2164.0
8656,8656,12047,2020,BA,VEREADOR,IANE LIMA CARDOSO BRAGA,50000966459,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,68339.64,DEFERIDO,DEFERIDO,218.517,2185.17,0.0,0.0,350.0,350.0,568.5169999999999,2535.17,2185.17
8657,8657,12048,2020,MG,VEREADOR,LUCIMAR JUNIA DOS SANTOS,130001190327,APTO,DEFERIDO,AVANTE,23,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,17645.87,DEFERIDO,DEFERIDO,114.16,228.32,0.0,0.0,200.0,200.0,314.16,428.32,228.32
8658,8658,12049,2020,TO,VEREADOR,ANDRÉ MOTA DOS SANTOS,270001018264,APTO,DEFERIDO,PODEMOS,24,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,250.0,500.0,2250.0,2500.0,2000.0
8660,8660,12051,2020,RS,VEREADOR,KEROLAINE ROSSALES CARDOSO,210000936186,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,66794.29,DEFERIDO,DEFERIDO,0.0,0.0,160.1,960.6,200.0,400.0,360.1,1360.6,960.6
8661,8661,12052,2020,SP,VEREADOR,VANESSA RODRIGUES PATRICIO,250001240150,APTO,DEFERIDO,CIDADANIA,28,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,524.7,524.7,0.0,0.0,61.7666666666667,185.3,586.466666666667,710.0,524.7
8664,8664,12055,2020,RO,VEREADOR,JULIANA SOUZA RAMOS,220000663182,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,24,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0
8668,8668,12059,2020,CE,VEREADOR,ELLAYNE MARIA CHAVES MARTINS,60000781938,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,23,FEMININO,SUPERIOR INCOMPLETO,BRANCA,20550.58,DEFERIDO,DEFERIDO,20000.0,20000.0,0.0,0.0,261.0,1566.0,20261.0,21566.0,20000.0
8670,8670,12062,2020,RJ,VEREADOR,MATHEUS PEREIRA ELIAS,190000945047,APTO,DEFERIDO,REPUBLICANOS,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,198192.1,DEFERIDO,DEFERIDO,0.0,0.0,84.9166666666667,509.5,0.0,0.0,84.9166666666667,509.5,509.5
8678,8678,12071,2020,MG,VEREADOR,DAVI DOMINGOS CARDOSO,130000872445,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,22,MASCULINO,LÊ E ESCREVE,BRANCA,12307.75,DEFERIDO,DEFERIDO,64.0,64.0,0.0,0.0,89.2375,356.95,153.2375,420.95,64.0
8681,8681,12075,2020,RS,VEREADOR,SIDNEI DA GAMA NUNES,210001142697,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,23,MASCULINO,SUPERIOR COMPLETO,BRANCA,21973.16,DEFERIDO,DEFERIDO,0.0,0.0,1000.0,1000.0,200.0,200.0,1200.0,1200.0,1000.0
8689,8689,12084,2020,CE,VEREADOR,MOIZEIS DOS SANTOS FEITOSA,60000932543,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,28,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,16031.77,DEFERIDO,DEFERIDO,534.5,1069.0,0.0,0.0,1184.33333333333,3553.0,1718.83333333333,4622.0,1069.0
8690,8690,12085,2020,PR,VEREADOR,IARA PALOMA LAVALL,160001028415,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,20,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,483.4375,1933.75,0.0,0.0,483.4375,1933.75,1933.75
8696,8696,12094,2020,SP,VEREADOR,LINCON DA SILVA MORAIS,250001090030,APTO,DEFERIDO,PARTIDO LIBERAL,29,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,86.3125,345.25,180.663333333333,1083.98,266.975833333333,1429.23,345.25
8701,8701,12100,2020,GO,VEREADOR,GUILHERME HENRIQUE DA SILVA MENDONÇA,90000775552,APTO,DEFERIDO,SOLIDARIEDADE,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,26675.57,DEFERIDO,DEFERIDO,114.48,915.84,0.0,0.0,218.0,654.0,332.48,1569.84,915.84
8703,8703,12102,2020,SE,VEREADOR,DAVYD SILVA MOURA,260001043952,APTO,DEFERIDO,REPUBLICANOS,25,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,480.0,480.0,0.0,0.0,400.0,800.0,880.0,1280.0,480.0
8706,8706,12105,2020,RR,VEREADOR,LUCAS RIBEIRO DOS SANTOS,230000837360,APTO,DEFERIDO,REDE SUSTENTABILIDADE,26,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,391772.1,DEFERIDO,DEFERIDO,5008.0,25040.0,0.0,0.0,2725.0,2725.0,7733.0,27765.0,25040.0
8715,8715,12119,2020,PR,VEREADOR,RODOLFO VITORINHO SANTOS,160001050397,APTO,DEFERIDO,PARTIDO LIBERAL,27,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,189351.59,DEFERIDO,DEFERIDO,0.0,0.0,158.73,317.46,375.0,750.0,533.73,1067.46,317.46
8716,8716,12120,2020,GO,VEREADOR,PAULO AFONSO PENHA DE REZENDE,90000914779,APTO,DEFERIDO,PROGRESSISTAS,28,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0
8718,8718,12122,2020,PI,VEREADOR,ADRIANO DE SOUSA NETO,180001195281,APTO,DEFERIDO,REPUBLICANOS,26,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,50458.45,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0
8719,8719,12123,2020,AM,VEREADOR,REGINALDO DOS SANTOS SILVA,40000998945,APTO,DEFERIDO,PARTIDO VERDE,26,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,61759.6,DEFERIDO,DEFERIDO,1667.5,6670.0,0.0,0.0,481.41,1925.64,2148.91,8595.64,6670.0
8720,8720,12124,2020,BA,VEREADOR,ALOISIO JORGE DA SILVA JUNIOR,50001079119,APTO,DEFERIDO,PROGRESSISTAS,24,MASCULINO,SUPERIOR COMPLETO,NEGRA,26473.47,DEFERIDO,DEFERIDO,45.31,90.62,0.0,0.0,548.09,2740.45,593.4,2831.07,90.62
8722,8722,12126,2020,PB,VEREADOR,ADRIANO GONÇALO DA SILVA,150000638563,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,29,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,298.235,596.47,0.0,0.0,0.0,0.0,298.235,596.47,596.47
8723,8723,12127,2020,SC,VEREADOR,MARCOS BERARDO,240001053197,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,39426.96,DEFERIDO,DEFERIDO,478.6,957.2,0.0,0.0,0.0,0.0,478.6,957.2,957.2
8724,8724,12128,2020,SC,VEREADOR,VANDRIELLI PEIXE,240000794224,APTO,DEFERIDO,REPUBLICANOS,26,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,72027.86,DEFERIDO,DEFERIDO,10000.0,10000.0,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0
8725,8725,12129,2020,AP,VEREADOR,INGRILANE MESQUITA BAIA,30001200864,APTO,DEFERIDO,AVANTE,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,67946.23,DEFERIDO,DEFERIDO,12666.6666666667,38000.0,0.0,0.0,0.0,0.0,12666.6666666667,38000.0,38000.0
8726,8726,12130,2020,RJ,VEREADOR,ARTHUR ANTONIO SILVEIRA COZZOLINO,190000643874,APTO,DEFERIDO,PROGRESSISTAS,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,123938.93,DEFERIDO,DEFERIDO,505.569,5055.69,0.0,0.0,4964.0,24820.0,5469.569,29875.69,5055.69
8727,8727,12131,2020,TO,VEREADOR,CRISTINA TEIXEIRA DE OLIVEIRA,270000841078,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,22,FEMININO,ENSINO MÉDIO INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0
8730,8730,12135,2020,ES,VEREADOR,MARCOS FREIRE MACENA,80001129420,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,21125.62,DEFERIDO,DEFERIDO,96.25,288.75,0.0,0.0,426.0,426.0,522.25,714.75,288.75
8733,8733,12139,2020,PR,VEREADOR,ALEXANDRE LEOPOLDO SAVARIS SAVA,160001140264,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,177.31333333333302,531.94,0.0,0.0,0.0,0.0,177.31333333333302,531.94,531.94
8736,8736,12142,2020,SC,VEREADOR,RAFAEL DE LIMA,240000785306,APTO,DEFERIDO,PROGRESSISTAS,27,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,833.0,833.0,0.0,0.0,0.0,0.0,833.0,833.0,833.0
8737,8737,12143,2020,SE,VEREADOR,ANNE LIVIANNE SANTOS SANTIAGO,260001038823,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,23,FEMININO,SUPERIOR INCOMPLETO,NEGRA,186003.67,DEFERIDO,DEFERIDO,475.704285714286,6659.86,0.0,0.0,0.0,0.0,475.704285714286,6659.86,6659.86
8739,8739,12145,2020,SP,VEREADOR,LUCAS PEREIRA CAVALCANTE DOS SANTOS,250000881949,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,3675197.12,DEFERIDO,DEFERIDO,850.0,850.0,0.0,0.0,0.0,0.0,850.0,850.0,850.0
8741,8741,12149,2020,RR,VEREADOR,ANDILICIA DELVIDIO DA SILVA,230000837999,APTO,DEFERIDO,CIDADANIA,24,FEMININO,LÊ E ESCREVE,INDÍGENA,12307.75,DEFERIDO,DEFERIDO,1134.44,1134.44,0.0,0.0,0.0,0.0,1134.44,1134.44,1134.44
8742,8742,12150,2020,MG,VEREADOR,JEROME BARBOSA FERNANDES,130001040049,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,27,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,1602918.44,DEFERIDO,DEFERIDO,1328.0,13280.0,0.0,0.0,50.0,50.0,1378.0,13330.0,13280.0
8748,8748,12157,2020,SP,VEREADOR,LUAN FERNANDO DA SILVA,250000689524,APTO,DEFERIDO,DEMOCRATAS,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,34.7275,277.82,0.0,0.0,500.0,2000.0,534.7275,2277.82,277.82
8750,8750,12160,2020,MS,VEREADOR,WALTER OTANO NUNES FILHO,120001056441,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,64048.48,DEFERIDO,DEFERIDO,698.666666666667,2096.0,0.0,0.0,536.666666666667,1610.0,1235.33333333333,3706.0,2096.0
8752,8752,12162,2020,SC,VEREADOR,ALINE KUSTER SILVEIRO,240001016495,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,275.0,550.0,0.0,0.0,150.0,150.0,425.0,700.0,550.0
8755,8755,12166,2020,SP,VEREADOR,IVAN EDUARDO FAGUNDES,250000925271,APTO,DEFERIDO,PODEMOS,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,134.3475,537.39,0.0,0.0,0.0,0.0,134.3475,537.39,537.39
8756,8756,12167,2020,SE,VEREADOR,GESICA CARLA FEITOSA OLIVEIRA,260001041064,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,29,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,18522.55,DEFERIDO,DEFERIDO,445.6,1782.4,0.0,0.0,583.33,583.33,1028.93,2365.73,1782.4
8758,8758,12169,2020,PA,VEREADOR,WALDEMIR LISBOA E SILVA NETO D IPPOLITO,140000950671,APTO,DEFERIDO,CIDADANIA,26,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,115386.04,DEFERIDO,DEFERIDO,6000.0,12000.0,0.0,0.0,10000.0,20000.0,16000.0,32000.0,12000.0
8765,8765,12182,2020,MG,VEREADOR,ANDREZA FERNANDA PAULA SALES,130001018040,APTO,DEFERIDO,REPUBLICANOS,26,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,692183.02,DEFERIDO,DEFERIDO,1161.75,2323.5,0.0,0.0,0.0,0.0,1161.75,2323.5,2323.5
8766,8766,12183,2020,PB,VEREADOR,JOSE HUMBERTO DA COSTA ARAUJO JUNIOR,150000944504,APTO,DEFERIDO,PROGRESSISTAS,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,219.07,219.07,0.0,0.0,800.0,2400.0,1019.07,2619.07,219.07
